# ---------------------------------------------------------
# STRING METHODS
CREATE CLIENT-PRINCIPAL Statement	Creates an instance of a client-principal object at run time in the INITIAL state (see the LOGIN-STATE attribute entry). Each client-principal instance is a security token that contains user credentials specific to one user login session. This login session can be used to set the user identity for one or more ABL sessions, one or more database connections, or an entire ABL application. This user identity must be defined in a security domain that is registered in a trusted domain registry that is used to authenticate or validate that identity.	CREATE CLIENT-PRINCIPAL client-principal-handle	
CREATE DATABASE Statement	Creates a new OpenEdge database.	CREATE DATABASE new-database [ FROM old-database [ NEW-INSTANCE ] ]<br>  [ REPLACE ] [ NO-ERROR ]	
CREATE DATASET Statement	Creates a ProDataSet object dynamically at run time. The ProDataSet object that is created is empty. 	CREATE DATASET dataset-handle [ IN WIDGET-POOL widget-pool-name ] 	
CREATE DATA-SOURCE Statement	Creates a data-source object dynamically at run time. 	CREATE DATA-SOURCE data-source-handle [ IN WIDGET-POOL widget-pool-name ]	
CREATE QUERY Statement	Creates a dynamic query.	CREATE QUERY handle<br> [ IN WIDGET-POOL widget-pool-name ]	
CREATE SAX-ATTRIBUTES Statement	Creates an instance of a SAX-attributes object and assigns its handle to the handle variable specified. Use this object to access and manage the attribute list for an XML element either being read or written with the SAX-reader or SAX-writer object.	CREATE SAX-ATTRIBUTES handle [ IN WIDGET-POOL pool-name ] [ NO-ERROR ] 	
CREATE SAX-READER Statement	Creates an instance of a SAX-reader object and assigns its handle to the handle variable you specify. The SAX-reader object can be used to control the parsing of XML source.	CREATE SAX-READER handle<br>  [ IN WIDGET-POOL pool-name ] [ NO-ERROR ]	
CREATE SAX-WRITER Statement	Creates an instance of a SAX-writer object and assigns its handle to the handle variable specified. Use this object to write an XML document using the SAX interface.	CREATE SAX-WRITER handle [ IN WIDGET-POOL pool-name ] [ NO-ERROR ] 	
CREATE SERVER Statement	Creates an instance of a server object and assigns its handle to the handle variable you specify.	CREATE SERVER handle<br>  [ ASSIGN { attribute = expression } ... ]	
CREATE SERVER-SOCKET Statement	Creates an instance of a server socket object and assigns it to the handle variable specified. It is through this object that a socket&#8209;based server application can listen for connections on a TCP/IP port.	CREATE SERVER-SOCKET handle [ NO-ERROR ]	
CREATE SOAP-HEADER Statement	Creates an instance of a SOAP-header object dynamically at run time, and assigns its handle to the specified handle variable. 	CREATE SOAP-HEADER handle [ IN WIDGET-POOL widget-pool-name ]	
CREATE SOAP-HEADER-ENTRYREF Statement	Creates an instance of a SOAP-header-entryref object dynamically at run time, and assigns its handle to the specified handle variable. 	CREATE SOAP-HEADER-ENTRYREF hshEntry [ IN WIDGET-POOL widget-pool-name ]	
CREATE SOCKET Statement	Creates a socket object and assigns it to the handle variable specified. It is through this object that the application can connect to a TCP/IP port and read and write on the socket bound to the port.	CREATE SOCKET handle [ NO-ERROR ]	
CREATE TEMP-TABLE Statement	Creates a TEMP-TABLE dynamically at run time. The TEMP-TABLE that is created is empty and must be defined using ADD/CREATE methods.	CREATE TEMP-TABLE handle<br> [ IN WIDGET-POOL widget-pool-name ]	
CREATE WIDGET-POOL Statement	Creates a named or unnamed widget pool in which to contain most dynamic widgets and other handle-based objects created during an ABL session.	CREATE WIDGET-POOL<br>  [ pool-name [ PERSISTENT ] ]<br>  [ NO-ERROR ]	
CREATE X-DOCUMENT Statement	Creates a handle for an XML document object. To use the XML document, you must add new nodes using the CREATE-NODE(&nbsp;) method, the CREATE-NODE-NAMESPACE(&nbsp;) method, or populate the document from an existing file using the LOAD(&nbsp;) method.	CREATE X-DOCUMENT handle [ IN WIDGET-POOL widget-pool-name ]	
CREATE X-NODEREF Statement	Creates a handle which can be used as a parameter or return&#8209;value for methods which will associate the handle with an XML node. This object is not a node in its own right, but merely a way to provide access to the underlying XML node.	CREATE X-NODEREF handle [ IN WIDGET-POOL widget-pool-name ]	
# ---------------------------------------------------------
# AUTOMATIC EXTRACTION FROM 4GL'S HELP
&ELSE Preprocessor	These directives set logical conditions for the inclusion of blocks of code to compile.	&amp;IF expression &amp;THEN<br>  block<br>[ &amp;ELSEIF expression &amp;THEN<br>  block ] ...<br>[ ELSE<br>  block ]<br>&amp;ENDIF	
&ELSEIF Preprocessor	These directives set logical conditions for the inclusion of blocks of code to compile.	&amp;IF expression &amp;THEN<br>  block<br>[ &amp;ELSEIF expression &amp;THEN<br>  block ] ...<br>[ ELSE<br>  block ]<br>&amp;ENDIF	
&ENDIF Preprocessor	These directives set logical conditions for the inclusion of blocks of code to compile.	&amp;IF expression &amp;THEN<br>  block<br>[ &amp;ELSEIF expression &amp;THEN<br>  block ] ...<br>[ ELSE<br>  block ]<br>&amp;ENDIF	
&GLOBAL-DEFINE Preprocessor	Globally defines a compile-time constant (preprocessor name).	&amp;GLOBAL-DEFINE preprocessor-name definition	
&IF Preprocessor	These directives set logical conditions for the inclusion of blocks of code to compile.	&amp;IF expression &amp;THEN<br>  block<br>[ &amp;ELSEIF expression &amp;THEN<br>  block ] ...<br>[ ELSE<br>  block ]<br>&amp;ENDIF	
&MESSAGE Preprocessor	Displays a message at compile time in the Compiler Messages dialog box. 	&amp;MESSAGE text-string	
&SCOPED-DEFINE Preprocessor	Defines a compile-time constant (preprocessor name) non-globally.	&amp;SCOPED-DEFINE preprocessor-name definition	
&THEN Preprocessor	These directives set logical conditions for the inclusion of blocks of code to compile.	&amp;IF expression &amp;THEN<br>  block<br>[ &amp;ELSEIF expression &amp;THEN<br>  block ] ...<br>[ ELSE<br>  block ]<br>&amp;ENDIF	
&UNDEFINE Preprocessor	Undefines a compile-time constant (preprocessor name).	&amp;UNDEFINE preprocessor-name	
ABSOLUTE Function	Returns the absolute value of a numeric value.	ABSOLUTE ( n )	
ACCELERATOR Attribute	The key label of the keyboard accelerator for the menu item.	
ACCEPT-CHANGES Method	Accepts changes to the data in one temp-table or all temp-tables in a ProDataSet object. 	ACCEPT-CHANGES(&nbsp;)	
ACCEPT-ROW-CHANGES Method	Accepts changes to the data in one row of a ProDataSet temp-table.	ACCEPT-ROW-CHANGES(&nbsp;)	
AccountExpired Property	An authentication status code that indicates authentication failed because the user account has expired.	
ACCUM Function	Returns the value of an aggregate expression that is calculated by an ACCUMULATE or aggregate phrase of a DISPLAY statement.	ACCUM aggregate-phrase expression	
ACCUMULATE Statement	Calculates one or more aggregate values of an expression during the iterations of a block. Use the ACCUM function to access the result of this accumulation.	ACCUMULATE  { expression ( aggregate-phrase ) } ...	
ActBufferId Property	The ActBufferId property identifies the ActBuffer Virtual System Table (VST). This VST contains three records that provide data on the activity of the temp-table database buffer cache. The first and second records are identical (total and primary buffer pool). The third record contains data on the alternate buffer pool, which is not available for the temp-table database. You can pass the ActBufferId property to the GetVSTHandle()method to return the handle to the ActBuffer VST. This property is read-only.	
ActIndexId Property	The ActIndexId property identifies the ActIndex VST. This VST contains index activity data such as the number of entry finds, creates, and deletes; the number of locked entries removed; and the numbers of split and free blocks. You can pass the ActIndexId property to the GetVSTHandle() method to return the handle to the ActIndex VST. This property is read-only.	
ActIOFileId Property	The ActIOFileId property identifies the ActIOFile VST. This VST contains input/output activity data, such as the number of reads; writes; and extends for each file. You can pass the ActIOFileId property to the GetVSTHandle() method to return the handle to the ActIOFile VST. This property is read-only.	
ActIOTypeId Property	The ActIOTypeId property identifies the ActIOType VST. This VST contains data about types of input/output activity, such as database reads and writes; before-image and after-image reads; total reads; before-image and after-image writes; committed transactions. You can pass the ActIOTypeId property to the GetVSTHandle() method to return the handle to the ActIOType VST.This property is read-only.	
ACTIVE Attribute	Indicates whether an individual data-relation between two ProDataSet object buffers is active or inactive. Set to TRUE to activate an individual data-relation. Set to FALSE to deactivate a data-relation. 	
ACTIVE-FORM Handle	An object reference to the last .NET form or ABL window to receive focus. The object reference returned by ACTIVE-FORM has the OpenEdge .NET Progress.Windows.IForm interface type.	ACTIVE-FORM	
ACTIVE-WINDOW Handle	A handle to the last ABL application window to receive an ENTRY event. You cannot set the ACTIVE-WINDOW handle, but you can read and write values for the attributes of the ACTIVE-WINDOW.	ACTIVE-WINDOW [ :attribute ]	
ActivityName Property	The name of the activity from which the Progress.BPM.Task object was created.	
ACTOR Attribute	Returns the value of the actor attribute for the SOAP-header-entryref object as a URL. Identifies the recipient of a header element. 	
ActOtherId Property	The ActOtherId property identifies the ActOther VST. This VST displays miscellaneous activity, such as the number of commits; undo operations; semaphore waits; master block flushes; and database up time. You can pass the ActOtherId property to the GetVSTHandle() method to return the handle to the ActOther VST. This property is read-only.	
ActRecordId Property	The ActRecordId property identifies the ActRecord VST. This VST contains record activity data, such as the number of bytes created; deleted; read, and updated; the number of fragments created, deleted, read, and updated; the number of records created; deleted; read; and updated; the number of transactions committed. You can pass the ActRecordId property to the GetVSTHandle() method to return the handle to the ActRecord VST. This property is read-only.	
ActSpaceId Property	The ActSpaceId property identifies the ActSpace VST. This VST displays space allocation information, such as the number of temp-table database extends; the number of times a block was used from and returned to the free chain; the number of times space was allocated for a record (from the rm chain or from the free chain); the number of bytes allocated for record fragments, the number of rm blocks examined or removed, the number of blocks added to the front or back of the rm chain, the number of moved blocks, the number of locked chain entries, the number of transactions committed, and database up time. You can pass the ActSpaceId property to the GetVSTHandle() method to return the handle to the ActSpace VST. This property is read-only.	
ActSummaryId Property	The ActSummaryId property identifies the ActSummary VST. This VST contains general information about temp-table database activity, such as the number of transactions committed and rolled back; the number of records read, updated, created, and deleted; the number of record locks and waits; the number of database reads and writes; before-image and after-image information; and buffer information. You can pass the ActSummaryId property to the GetVSTHandle() method to return the handle to the ActSummary VST. This property is read-only.	
Add Method	Adds the underlying values of the specified enumeration types and returns the sum as a new instance.	EnumHelper:Add ( INPUT enum1 AS CLASS System.Enum, <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; INPUT enum2 AS CLASS System.Enum )	
ADD-BUFFER Method	Adds one new buffer to a query object or dynamic ProDataSet object, without affecting the other buffers, if any.	ADD-BUFFER ( buffer )	
ADD-CALC-COLUMN Method	Creates a browse column from the specified properties and returns the handle of the new column. This method can be used only after the browse&#8217;s query attribute has been set.	ADD-CALC-COLUMN ( datatype-exp , format-exp , initial-value-exp , label-exp <br>&nbsp;&nbsp;[ , pos [ , widget-type ] ] )	
ADD-COLUMNS-FROM Method	Creates a browse column for each field found in the specified buffer or table. If a field is found that already has a corresponding browse column created, it is ignored. This method can be used only after the browse&#8217;s query attribute has been set.	ADD-COLUMNS-FROM ( buffer-handle | table-name-exp [ , except-list ] )	
ADD-EVENTS-PROCEDURE Method	Adds an external procedure to the list that the AVM searches for event procedures to handle ActiveX control events.	ADD-EVENTS-PROCEDURE ( procedure-handle )	
ADD-FIELDS-FROM Method	Copies the field definitions from the specified source table to a temp-table. It is intended for use when a temp-table represents a join. If it finds fields that are already in the temp-table, it ignores them. 	ADD-FIELDS-FROM ( { source-buffer-handle-exp | source-table-name-exp }<br>&nbsp;&nbsp;[ , except-list-exp ] )	
ADD-FIRST Method	Adds one or more items to the top of a combo box or selection list. 	ADD-FIRST ( { item-list | label , value } )	
ADD-HEADER-ENTRY Method	Creates a new entry in a SOAP-header object&#8217;s list of entries and associates the new entry with an existing SOAP-header-entry-ref object. The method returns the handle to the new entry.	ADD-HEADER-ENTRY ( header-entryref )	
ADD-INDEX-FIELD Method	Adds the specified field to the specified index of a temp-table. It requires the named index to be added first.	ADD-INDEX-FIELD ( index-name-exp , field-name-exp [ , mode-exp ] )	
ADD-INTERVAL Function	Adds a time interval to, or subtracts a time interval from, a DATE, DATETIME, or DATETIME-TZ value, and returns the new value. 	ADD-INTERVAL (datetime, interval-amount, interval-unit)	
ADD-LAST Method	Adds one or more items to the bottom of a combo box, radio set, or selection list. 	ADD-LAST ( { item-list | label , value } )	
ADD-LIKE-COLUMN Method	Creates a browse column from the specified field and returns its handle. This method can be used only after the browse&#8217;s query attribute has been set.	ADD-LIKE-COLUMN ( field-name-exp | buffer-field-handle <br>&nbsp;&nbsp;[ , pos [ , widget-type ] ] )	
ADD-LIKE-FIELD Method	Adds a field, like the specified source field, to the temp-table.	ADD-LIKE-FIELD ( field-name-exp ,<br>&nbsp;&nbsp;source-buffer-field-handle-exp | source-db-field-name-exp )	
ADD-LIKE-INDEX Method	Adds an index, like the specified source index, to the temp-table.	ADD-LIKE-INDEX ( index-name-exp , source-index-name-exp <br>&nbsp;&nbsp;{ , source-buffer-handle-exp | source-db-table-name-exp } )	
AddMessage Method	Adds a message to the AppError object with the values from the ErrorMessage and MessageNumber arguments to the end of the message list. Your application provides the message number and text. Access error messages and message numbers with the GetMessage(&nbsp;) and GetMessageNum(&nbsp;) methods. This method increments the NumMessages property on the AppError by 1.	AddMessage ( INPUT ErrorMessage &nbsp;AS CHARACTER, <br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; INPUT MessageNumber AS INTEGER )	
ADD-NEW-FIELD Method	Adds a field with the specified properties to the temp-table. Additional properties can be manipulated by creating a buffer-field object for this field.	ADD-NEW-FIELD ( field-name-exp , datatype-exp [ , extent-exp [ , format-exp <br>&nbsp;&nbsp;[ , initial-exp [ , label-exp [ , column-label-exp ] ] ] ] ] )	
ADD-NEW-INDEX Method	Adds a new empty index with the specified name to the temp-table. Index components must be added with the ADD-INDEX-FIELD(&nbsp;) method.	ADD-NEW-INDEX ( index-name-exp [ , unique-exp [ , primary-exp <br>&nbsp;&nbsp;[ , wordix-exp ] ] ] )	
AddNull Method	Creates one or more new elements with a null value and adds them at a specified index or to the end of the JsonArray. 	AddNull (&nbsp;)<br>&nbsp;<br>AddNull ( INPUT count AS INTEGER )<br>&nbsp;<br>AddNull ( INPUT index AS INTEGER ,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; INPUT count AS INTEGER )	
AddNumber Method	Creates a property with a given name and JSON number value. This method is useful in situations where none of the ABL numeric data types can be used to hold a JSON numeric value. For example, 10E+100.	AddNumber( INPUT property-name AS CHARACTER,<br>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;INPUT value AS CHARACTER )<br>&nbsp;	
ADD-PARENT-ID-RELATION Method	Adds a data-relation object for a pair of parent and child buffers that is based on the RECID of the parent buffer to a dynamic ProDataSet object. It also sets the PARENT-ID-RELATION attribute to TRUE.	ADD-PARENT-ID-RELATION ( parent-buffer-handle , child-buffer-handle , <br>&nbsp;&nbsp;[ parent-id-field [ , parent-fields-before [ , parent-fields-after ] ] ] ) 	
ADD-RELATION Method	Adds a data-relation object for a pair of parent and child buffers that is based on the RECID of the parent buffer to a dynamic ProDataSet object. It also sets the PARENT-ID-RELATION attribute to TRUE.	ADD-PARENT-ID-RELATION ( parent-buffer-handle , child-buffer-handle , <br>&nbsp;&nbsp;[ parent-id-field [ , parent-fields-before [ , parent-fields-after ] ] ] ) 	
ADD-SCHEMA-LOCATION Method	An XML Schema file location is specified by providing a pair of values: a namespace and a physical location. This method allows you to specify that value pair. The XML Schema file is used by an X-document or SAX-reader object to validate XML content.	ADD-SCHEMA-LOCATION ( targetNamespace, location )	
ADD-SOURCE-BUFFER Method	Adds a database buffer to a dynamic data-source object at run time.	ADD-SOURCE-BUFFER ( buffer-handle, key-fields )	
ADD-SUPER-PROCEDURE Method	Associates a super procedure file with a procedure file or with the current ABL session. When a procedure file invokes an internal procedure or a user-defined function, ABL searches for it, among other places, in the super procedures (if any) of the procedure file and of the current ABL session. The procedure-search option determines which procedures are searched. 	ADD-SUPER-PROCEDURE ( super-proc-hdl [ , proc-search ] )	
ADM-DATA Attribute	An arbitrary string value associated with a persistent procedure.	
AFTER-BUFFER Attribute	Returns the handle to the default buffer of the after-image table that corresponds to the buffer of the before-image table currently associated with this buffer handle.	
AFTER-FILL Event	The tables in this section describe user interface events, the user actions that generate the events, and widgets that have default behavior for the events. The term field&#8209;level widgets refers to any widgets that can be part of a field group in a frame: fill&#8209;ins, sliders, selection lists, toggle boxes, radio sets, editors, rectangles, images, text, buttons, combo boxes, and browse widgets. Frames, dialog boxes, windows, menus (including menu bars and pop&#8209;up menus), sub&#8209;menus, and menu items can also receive events. Note that there is frequently a distinction made between a browse widget and a single cell in an updateable browse. For the most part, a browse cell behaves as a fill&#8209;in widget. 	
